Formula,Is Metal
Cs2KBiBr6,False
CoBC8(OF2)5,False
Cs3BiCl6,False
P2H9(CBr)3,False
Ta4Ni2C,True
Ca8Mn3N8,True
Sr2Mg3H10,False
LaB2Rh3,True
Mn3(CuO4)2,True
Gd2ZnAg,True
Y9Ni24Sn49,True
Lu5Si3C,True
CaMn(SiO3)2,False
Li7PS6,False
CoCu(PO4)2,False
K2ScAuBr6,False
Sr2NbCrO6,False
Ag7NO11,True
Na2SrSn4,True
Ag3TeIO4,False
Lu2PdO4,False
Sc(US2)3,True
Tb2B6Ru,True
Li4Nb3Fe2Ni3O16,True
Lu3Ge13Rh4,True
Na3La2Ga2P3(SO8)3,False
Ce9In2Cu,True
Nd2CuSnO6,True
Li9Cr3P8O29,False
SiPbO3,False
ZnCoAs2O7,False
Ca2NiIrO6,True
TePb3(BrO2)2,False
NdSe,True
CdSnTe2,True
Na14Hf4Al4Si9(SO16)3,False
UH12C2S2N6O13,False
BiWO5,True
B2O,True
GdH18C4N6Cl3O8,False
Dy3CrS6,True
UIn3,True
Ca5Sb3,True
VPH5NO6,False
ScNbO4,False
YScFe4,True
Zn2(PS3)3,False
Eu11(ZnSb2)6,True
Sr3Mn2O7,True
Al6SnTe10,False
Na6Y4Hf4Si5S7O48,False
Ba3Er(BO2)9,False
RbGaSnSe4,False
LaMgWS4,True
Eu2S3,True
LiAl2,True
Na3U6TiF30,False
SrNd3AlCuO8,True
Ce3ZrO8,False
La3Al11,True
TbP5O14,False
Ac2ZnSi,True
Zr2CoRe,True
CaSnP6(HO)12,False
LiMgPO4,False
GaGeO3,True
NbNiP,True
NdAlPt,True
K4Mo3H4O17,False
ZnAsHPbO5,False
Na2La3Nb5(PO4)12,False
Ti2MnPt,True
Ba3La3Pr3Cu9O22,True
Ca5As3HO13,False
Pr3(BN2)2,True
Mg2Nb4P6(SO12)3,False
In11S16,True
Pr3GaO6,False
SrCrSn(PO4)3,False
Sr2Bi3,True
K5Li3Ti8(AsO5)8,False
Mg2Ni2O5,True
Nd2Co3Ge5,True
PrCuSn2,True
Mg2MnW3S8,False
YMnN2,False
Fe(NiSe2)2,True
Na8Ca3Si3Ge(SO8)3,False
ZnBiSbO5,False
BaInFe4O7,True
NbInSe2,True
La11(MnC6)3,False
TbRhO3,False
Dy3Ga2,False
Na2CrCSO7,False
Gd2SiO5,False
CsRb2TlBr6,False
LiAlNi3O5,False
BaGd2ZnO5,False
PH2F3,False
CaPPt,True
Sm2Co5B2,True
Eu2NiGe3,True
K5Na3Nb8O24,False
V(BS2)2,True
Nd3Se3N,False
Be2Tl2Cu(O3F4)2,False
Ru(C4N3)2,False
Gd2Mo(SeO4)3,False
RbAg3Se2,False
La4TiMn5(PbO9)2,True
BaO6,False
Er2(WO4)3,False
Bi6W4O21,False
CaH16C4N8(ClO2)2,False
K2Nb3Cl7O5,False
CsNb(PO4)2,False
Na3Eu2(GeS4)2,True
LiVWO6,False
Sr2MgMnMoO6,False
DyAsO4,False
Sc3(Ga4Fe5)4,True
NaAc,True
Mg(Cu2O3)2,True
Nd3(GaNi3)2,True
SmSiPd,True
Li14Cr9(P2O7)8,False
CoC12N8(ClO5)2,True
Na9Nb2Zn4(PO4)9,False
SrCo(GeO3)4,True
GdAgGe,True
CeGa,True
BaH2N2O5,False
Ta2SnO7,False
K2Cr3(ClF3)2,False
SmTmZn2,True
LaPPd,True
K2GaAgBr6,False
BaAlCu2O5,True
Cr3NiSn8,True
Ba2GaBiTe5,False
Cs2Ti(CuSe2)2,False
Fe6Ge2N,True
Mg14FeNiO16,True
Eu2ZnSn,True
Pr6Mg23C,True
Pr4MnS7,False
Cs2RbScI6,False
Rb2NaCo(CN)6,False
CsTlS2,False
Cs2NbAgF6,True
Na7Zr2Si5Ge2PO24,False
La2MgAl3,True
LiNd6(CuO6)2,True
Sr2Ca2TiMn3O12,True
Fe2Cu(P2O7)2,True
CaMg6CO8,False
K(MoO3)3,True
Ca3(NbN2)2,True
SbN(OF3)2,False
GeMo3,True
Mg15C,True
BaIn,True
Ti(PO3)4,False
Sr2FeO3F,False
TiRe2Mo,False
Eu5(ZrS4)3,True
Li(MoSe)3,False
K3Y,True
Tb5Te9,False
FeCu8Sb3S13N6,True
SrCa3Al6Si6(HO13)2,False
SrBrCl,False
PrZnRh,True
Ti11Fe13O36,False
LaSiO3F,False
SrLaTlCuO5,True
HoAs,True
Y8Cu3(SiSe7)3,True
LiLu2Os,True
Na6SiNi2(CO4)4,True
Tl2Hg3S4,False
ZnH6(Se2N)2,False
Tb2CuAg,True
SnRh,True
Sr6(RhO3)5,True
CsCaO3,True
Ag2Ge(S2O7)3,False
Ca4ZnCo(Si2O7)2,False
TmF3,False
Er2Al4NiGe2,True
S2N3ClO6,True
LaRh2,True
K2V3O8,False
K5Na3Ta3Nb5O24,False
Dy2IrRu,True
Na6Hf7ZnSi6(SO8)6,False
RbOs2O9,False
CaCe4Si3O13,False
Sc(Al2Fe)4,True
NaZr3Nb(PO4)6,False
K3Al5P8(H21O25)2,False
BaNa3PCO7,False
K2Pd,True
Cs2TbO3,True
KMg14Co,True
Eu2Cu2O5,True
ZrCu(O2F3)2,False
Rb2NaScBr6,False
Si2Ge5N6,False
Li7Fe4(P2O7)4,False
CoH13C2N4O9,False
Ca5Ge3,True
Si3Ag3(SnP3)2,False
FeGe,True
KMg14Cr,True
Bi2SeO2,True
Ni(BiO3)2,False
Se2Cl2O5,True
BiBO3,False
MnGa(CuSe2)2,False
Nb2RuW,True
Li12Fe3CoP4(CO7)4,False
Fe25Si11O48,False
Li17(WO3)19,False
Li2Fe4O3F8,True
KEr3F10,False
KZrS2,True
Cr7(PO4)6,False
Na3AlF6,False
SrUP2(HO5)2,False
Pr3Si6N11,False
SrDy3,True
Cs2Hg(BSe)9,False
Ca4YFe5O13,False
TbGaI,True
KC4(OF)2,False
NaZnIn3(SO4)6,False
KMnP3HO10,False
NiB12(H3O)12,False
Nd2(MoO4)3,False
Na5Cu7O13,True
TmSbIr,True
Cs2MoCl6,True
SbPt,True
ZnBi2B2O7,False
MgMo2H4(Cl2O3)2,False
Ga6P8H56C14N7O32F,False
Na2MgH4(SO4)2,True
PaGa3,True
NaLaMn4O12,True
Th4Co10Si,True
Nd2Tc2O7,True
SrLaMnFeO6,True
YErAl2,True
SbS2,True
HoAlNi,True
Na2SrLa2Ti5O15,False
ZnCu2(WO4)2,False
GeBr4,False
Na2Y4Sc4SiS11O48,False
Ca3Si3(BiO6)2,False
La3SiN4F,False
Ba3PN,True
TaSnO3,True
Sr2LuIrO6,True
Cs2Mo7O22,False
La15CuGe9,True
Pt(N2O3)2,True
Ho3Co,True
TaVN2,True
Sm(C2N3)3,False
LiSbTe2WO12,False
RbCd6C12ClO26,True
MgZn2Bi6Ru8O27,True
PaO,True
SmMgAg,True
Na3(CuO2)2,True
Eu(Ga4Rh)2,True
BaBeSiO4,False
CaNiAsO5,True
Tm2RuRh,True
ErTe,True
KFe4(SiO4)3,False
CrFe4,True
HPb,True
Rb2FeCu(CN)6,True
Fe2(CN2)3,True
Ni2O5,True
Sr2Al3In,True
Li2FeBPO7,True
Hg2P3Cl,False
KMo3Br7,False
Ce3(SiRh)2,True
Mn4V4O13,False
MgH14SeO11,False
Mn5C2,True
Na10Zn4In4Si3(S3O16)3,False
Na2HgAsBr6,True
Ca2MgAg3,True
BaF3,True
BaMg14Cd,True
Na2(ReS2)3,False
Ho2Fe5Co12,True
InSn2Cl5,False
Sb5IO7,False
Y2Mn3Co,True
BC5,True
Sr2MgCo2O5,False
Li10Mn3Cr3(NiO8)2,False
Th3Ni,True
Mg2Sc3CrS8,False
Sr2YV2O7,True
H6AuC3O2,False
U12Ge3Te20,True
YGaAu,True
La3Se4,True
Na4Mg11AlSi12(HO10)4,True
UCoSi,True
RhI2,True
SrCuP,True
DyCo5Si3,True
Sc2(NbSi)3,True
LaCuSi2Ni,True
Rb2NaYF6,False
Zr6CoSn2,True
LaSi2Ru3,True
Ba2ZrC8O19,False
LuZrSb,True
Ho2Sn2O7,False
LiZn2Fe9O16,False
CoH7C3NO6,False
Li3Lu3(TeO6)2,False
NdH18C3S3(O2F)9,False
Ba2CuTeO6,True
K2Sn(AuS2)2,False
VP2(HO)6,False
CsHg2Br5,False
Ba3Nb2NiO9,False
Cs2InHgI6,True
La8Al7GaO24,False
CdRe2H8C2(N2O5)2,False
KErP2S7,False
Th3Au,True
PuGa6,True
Na3(GePt)4,True
BaSrSmCrO6,True
Te16Rh11,True
Na2Y4In4SiS11O48,False
Mg6CdNiO8,False
Ba3Mn2O8,False
Ca3Cu2Ni(PO4)4,False
RbLi2Fe2(BO3)3,False
Lu3Ge13Ir4,True
Mn2Te3O8,False
ErNiBC,True
As(BrF2)3,False
RbNiBr3,False
LiMgPt2,False
Sr5Mo2N7,False
K3Ta2Ag3S8,False
Sn3Te2Se,True
KPrHfWO6,True
K2In2P2HO10,False
LaTeAs,False
TiVAs2,True
NbFeSe5,True
V3Zn2FeO11,False
Mg6CuBi,True
EuSi2Ni,True
NaPO,True
TbPrO4,True
CeB4H2ClO8,False
Ta3Sn,True
Eu3Tc,True
Tm2(SO4)3,False
Mo(WSe3)2,False
Cr3(TeSe)2,True
Nd2PbSe4,False
CaLaMnRuO6,True
Nd2C3O17,False
Mg3(AlN2)2,False
SiH18C4N8(O2F3)2,False
CuH12(NO6)2,False
Na2Mn3(PO4)3,False
K2Ca2Mg(S2O9)2,False
Li8Cr3SbO12,False
Al(TeCl2)2,False
K(PIr)2,True
CaInAu2,True
CaAlAu,True
Li(FeO2)8,True
YAlN2,False
TiOs3,True
Bi3Sb,True
BaCu9Sn4,True
Sr2I2F,True
SmBi3,True
Cs2LaTa6(Br5O)3,False
Cu(CO4)2,True
FeSb3,True
SrNb2CuClO7,True
CaEuAlBiO6,True
K2Ag4Pt3(NO2)12,False
PrZn(CuO3)2,True
Eu2LuTaO6,False
Li5Tl2,True
Cs2BeF4,False
ThP,True
MnGaAsN,True
K4BaU3O12,False
Cu3B7BrO13,True
Eu2MgSe4,False
NdB6,True
KH4F5,False
GdEr4Al15,True
PrFeSi2,True
KSc2F7,False
Mg2Al3MoS8,False
Nd2Si5Rh3,True
Sc2CI3,False
Li4V2P4H3O16,False
MnSi(AgSe2)2,False
Ca7(B7Rh10)2,True
Er6CoBr10,False
Na3Ca2Ge2P3(SO8)3,False
Ho2InNi2,True
H9C2N5(ClO4)2,False
RbV5Se8,True
ZnInPd2,False
SrYMg6,True
Mg15Sn,True
Ta3N,True
Mn3Si(O2F)2,False
SmGaCo2,True
EuNbGaSnO6,False
Ti2(Ni7B2)3,True
VPCl9,False
Y5Al3,True
BaVClO3,False
Sc5Re24,True
U2TeSe,True
Ba3NaMn4Si6O23,False
Th4AlGe,True
Tm2Mg,True
Sr5Ti7O19,False
Cr5B2P,True
SrNb6O16,False
Er6MnTe2,True
KBa4Bi3O,False
TmSi3Ni5,True
NaLi4(H2N)5,False
Eu3(GeAs2)2,False
SrBiClO2,False
BaSrNdVO6,False
Th(NiGe)2,True
Ba5Mg18Ge13,True
Y2Cu3(SiO4)3,False
Sr4IrN4,True
Fe(MoO5)2,False
Rb2AsAuI6,True
Sr2NbFeO6,False
TiF6,False
K4ZrC8O21,False
Sr2MnReO6,False
Ba2C4O9,False
CaTi4(PdO4)3,False
MgSn2P2O9,False
Ta2InBiO8,False
Ba2Cl2F,True
KBeH3,False
Na7CaLa3(PO4)6,False
Y3(SiNi3)2,True
NiH6S2(NO4)2,False
La3Co,True
MgZn2AgWO6,False
Zr6FeSb2,True
Ho2B6Os,True
NbS,True
Al11O18,True
KNa7Pb2O7,False
KVN2,False
PtN4(ClO)2,False
BaV4O9,False
Ga2TeSe2,False
Na2TeO4,False
Be5Fe,True
Na11Bi5O16,True
Pd7Se2,True
NdSn3Ru,True
V2CrSe4,True
ThRe2SiC,True
Sm(MnAl2)4,True
La10(Si2O9)3,False
Be2Si,True
Na6Mn2B4SO16,False
Mn3V(PO4)6,True
BaVN2,False
Fe2Co9N8,True
TiGa2O5,False
NaCuAsO4,True
Nb2CoO6,False
ThFeNi4,True
Fe14Cu7(PO4)18,False
Y2MgHg,True
LiTiRe,True
K2AgMoF6,False
Li2MgSiO4,False
Ba(PO3)2,False
MnNb2O6,False
BrN(OF2)2,False
La(Ni2Sn)2,True
YRhO3,False
Li7Ni2P7O24,True
CeIn2Pd3,True
Cu3As2H16C16Br3(NO)2,False
Tl4Hg3Sb2(As2S5)4,False
ErAgSe2,False
Li2FeBAsO7,False
FeP2WO8,True
CsYSeCl2O3,False
KLiGdF5,False
CaSi7N10,False
Na5Sn2,True
Na2CuP4H18N4O15,False
Er9Ge4S21,True
Sc5Sb3,True
Sn4Rh,True
K2NaMoCl6,False
Na2Be(GeO3)2,False
LiZnInF6,False
CaVSi4(H2O5)3,False
Na10La4Hf4Si7S5O48,False
KAu(IO3)4,False
ErScZn2,True
Mg2Nb2FeO8,False
LiH8C4O5F9,False
Zn3Si14H90(C15O2)2,False
LiErSn2,True
Ba2MgMn3Tl2O10,True
TmCuSe2,False
La2Th5O13,False
NdCrSb3,True
Hf2Al3,True
Ce4UC10,True
Mg17(As3O16)2,False
YHo3,True
La2TcNiO6,True
Ba2ZrSnO6,False
MgCu(PO3)4,False
TlAgSe,False
Rb2Ca5N4,True
LaF,True
V3O10,True
Lu3Sc,True
PrCo8P5,True
Li9Ni15O28,True
Os3C8SO8,False
LuSe,True
CsFe(SO4)2,False
Na8MgSi4Sn3(PO12)2,False
CaY2(FeO2)4,False
Rb2NaMn(CN)6,False
CaVP2O7,False
Na2GaAuF6,False
Ce10Ga5Cl4,True
H6PbC10N8O7,True
Li(BH)6,False
PrV2O2,True
La2MgNi9,True
Al2OsRu,False
CdC2S2(NO)6,False
Mo3As2O15,False
K2RbMoCl6,False
NbPSe,True
Ta5B6,True
Li7Mn12Cu5O32,True
CrHg3F6,False
Ca5Hf2N6,False
Gd(Re2Si)2,True
Ho(Co2B)6,True
Ba(ClO)2,True
NaSc2Ta2P5SO24,False
K2RbCeBr6,False
K3YN2,False
Ti2Pd3,True
Ba8Cu8O19,True
Ba5Nb4O15,False
ZnP2O5,False
TbInPt2,True
KBC3N3F,False
Y3Ru2,True
U(SiNi)2,True
Gd(HO)3,False
Rb3NbH4(C2O5)3,False
NaPrO2,False
HfZn(SO4)3,False
PrI3O10,False
Nd2CdS4,False
ThU4(Cu4Pd)5,True
Sr3Sn2S7,False
LiScSiO4,False
LiV4(GeO4)4,False
KLaZrCrO6,True
Sr4Br6O,False
TeAs2,True
Lu2MgCr2O8,False
Li3Co(CuO2)4,True
PuBi3,True
MnCuRh2,False
Na9Ca5Ta7(PO4)18,False
Sm3Si,True
SmZnPd,True
CsMgBiO3,False
AlSNCl3,False
SiBr2,False
Sr(CrN2)2,True
EuAsAu,True
TiP3,True
LaP3(HO)6,False
LiNdTi2O6,False
BaCa(WO2)4,True
Pu3Th,True
Cs2ScAuCl6,False
Sr5Bi3,True
Na7Ca2La2P5SO24,False
TiMn3O8,False
Tb5(In2Pt)2,True
Sr2NdUO6,False
Na2CaSi,False
Mo8O23,False
CeSi2Ni9,True
TlSbS2,True
DySn3,True
Cs2TlInCl6,False
Zr2H2Pd,True
GaAg(GeSe3)2,False
TlIn,True
RbMgO3,True
LiLa2TiCrO6,False
Na3MoH6(CO2)6,False
NaEu2Cl6,True
KInP2S7,False
SrCd2H16(Br3O4)2,False
Ga3Cu3(Te2Se)2,False
Ce3SnN,True
Pr2Al3Ag,True
Li9CrN5,False
K2PbO6,True
CaNd4(RhO3)4,True
EuHg2Pb,True
TmLuHg2,True
KMg14Sb,True
Li7V5O12,True
BaMg30MnO32,False
CS2NF5,False
K2RbAlF6,False
Zn2Si2As3P,False
Ho2Fe14C,True
Tm(Mo3Se4)2,True
BaNdTi4O12,True
BaHo2CoO5,False
Nd(BrO6)3,False
NaCu2(SeO5)2,False
Sr4CaMn2(SO3)2,True
Na2CaNb(PO4)3,False
CeSi2Ir,True
Cd2BO4,False
KLi4FeO5,True
LaP2H2O9,False
H9C2N11O8,False
Sr3TaHO6,False
Ba2Y7Cl25,False
CeYRh4,True
CaTl6Si2O7,False
Ga2RuPt,True
NdCdAu,True
Na3Nb6Bi5O24,False
Sm11(Fe2C3)6,True
SnC3(I4N3)2,True
La2MgTiO6,False
Li2AcAl,True
Ho5Ge3,True
Li2Ni12P7,True
Y2NiGe6,True
HoZn(CoO3)2,False
Sm2Sn5,True
DySi2Rh3,True
KSrSnBiO6,True
Li4Ti2V7O18,True
K3SeO4F,False
Ca2Sb2S5,False
SmB2Rh2C,True
Cr4FeCuS8,True
Na2MoSeO6,False
Sr7Cu2HgBiSbO15,True
PuN,True
CaFe2S5,True
FeSnN2,True
ErNiGe3,True
Mg7NbH16,True
TmGe2Os,True
Sm3CuSnS7,False
Sr(TbSe2)2,False
Cs3AlP2,False
Ca2Se4O11,False
NaTiPO5,False
Li3Ti(NiO3)2,False
Ce4S3O4,True
GaPd3,True
Li4V3Cr3(TeO8)2,False
MnCuPd2,True
K4Mn(AsS4)2,False
VFe3(CuO2)4,False
Ce4Re6O19,True
La2UAs3,True
Sr2CeTiO6,False
Rb2NaLaCl6,False
Ba2MgTi3Tl2O10,False
Ba4NbFeO8,False
CaP3W3O13,False
HfCuHg2,True
CaGa4O7,False
Mg6VCdO8,False
MgNbCu3S4,True
CoNi,True
Na3MgCu2SbO6,False
Sr2ZrCrO6,True
Eu2Co4Si3Ge,True
LiLa2Ru,True
SmGdS3,False
Ti5Sn3Au,True
MnH44C12N8(ClO5)2,False
Mg2Ta4O9,True
MgVCuO3,False
Cs2MnSe2,True
DyIn5Co,True
Lu(Fe2Ge)2,True
Ho2InAg,True
Na3MgNi2SbO6,False
SmFe5,True
TiZnBi(PO4)3,False
Ba2Hf7O16,False
SrMgTi(PO4)2,False
Na8NiO6,True
Ba3LiIn11,True
BeH12(N2Cl)2,False
BaCe4EuO12,True
Na5Nb2Si5Ge2PO24,False
CuB5,True
SmMn6(Sn2Ge)2,True
Na3PH16(SO2)4,False
Mg3Si,True
NaLa(GaS2)4,False
MgMn2(CO3)4,False
Na10Si9Sn8(SO16)3,False
Zr3NiSb7,True
Zr8Co3Cu,True
K3AlSe3,False
SrTiFe(PO4)3,False
Ta2FeOs,True
HfAlCu,True
PrIr2,True
Ti2FeSi,True
Cs2NbAgS4,False
GdPbAu,True
Li9V21O40,False
Ba3MnNb2O9,False
CeNb3O9,True
Pu3Ru,True
Bi6Cl7,False
Pr3Te4,True
Mn2NbGa,False
FeTe2ClO5,False
Tm(AlGe)2,True
KCaCeNbO6,False
ScAgSn,True
Ce4ThO8,True
CaMg14Ga,True
MnGe2Pd3,True
Ca2CrO4,False
Cs2AsAuCl6,False
KVHO3,False
Ti2Si6Mo,True
Si3P2Pt,False
NaNd(GaSe2)4,False
HgPd5Se,True
Ti2ReB2,True
Na2CuC3,True
AlC7IN,True
Li6Co5Ni3O16,True
KLiWO3,True
CsReCl4,False
CsNb4Br11,False
NaLi2RhF6,False
Sr3Nb3N5,True
Tm2MgTiO6,False
Li3CrP2HO8,False
NaFeCl4,False
Sr2MoN3,True
Cs2AlTlI6,False
Dy8Ni18P11,True
Pr13Cd58,True
BaP6H16(N2O9)2,False
Ba2B5O11,False
Cs2Li2TiO4,False
Co4Pb(CO)16,False
Sc2CoRu,True
Ni5P2,False
LiH6NO6,False
PrNb4O12,True
CaNiBP2H3O10,False
CaFeClO2,True
AgH4WS4N,False
LaAg,True
SbSe(IF2)3,False
Ba2CoN2,True
Li3B5(HO5)2,False
Nd5Si3O13,True
MgV3Zn2O8,True
La2Ta3(SO4)2,False
Cs2AgAuCl6,True
PrYMg2,True
LaHfP(SO6)2,False
Sm4FeSe6O,True
Ho4In20Ni11,True
NaEu(MoO4)2,True
Na3Ni2SbO6,False
Rb4Te8O23,False
CeAs2,False
Li2U(WO5)2,False
Ba3RhF12,True
NaFe11O17,False
P2Pt5,True
K3NaOs2O9,True
CaPrZn2,True
YLuGa6,True
V3(PO10)2,True
Ba4Nd3F17,False
Nd2Ge6Pd,True
CaV(GeO3)2,False
NaNb2Si2PO12,False
Os6C19O20,False
Ba2ZrUO6,True
Lu5Bi3,True
Li4V2Fe3Co3O16,False
Li4Fe3Sn3(SbO8)2,True
ErIn2Ni9,True
Te16Rh15,True
KLaZrNbO6,True
Ba2MgTi2O6,False
PrDy3,True
Na2Pd(NO3)4,False
K2Re3TeC3(SN)3,False
SrEuSnSbO6,True
Nd2TlAg,True
Pr3AlN,True
CaMg(SiO)2,True
Ti4(SiO8)3,True
Li12Co3NiP4(CO7)4,False
Sr12Mn6O23,True
BaLiZr2F11,False
Rb3Cr(HO)6,False
CuTe2Cl,False
CaCoSb2O7,False
Ca9Nb2Ga10(SiO7)6,False
Na3Mg4ScSi8(O11F)2,False
Li6Ti2S6O,False
Hf3Co,True
Li2Ti(FeO3)2,False
MgTiSiO5,False
Li12Mo5O17,False
BaBiIO2,False
BaNaNdSi2O7,False
Ir3Se8,True
SmHoRu2,True
MgFeBO4,False
Li4Ti3Mn3(NiO8)2,False
BaCaO3,True
ScCoTe,False
MgH16C4S4N2(O4F3)4,False
Sm4Mg7Ge6,True
RbMg6Zn,True
Na3Co2(GeO4)3,True
Cr2CoH20N6ClO8,False
Cs3B12H12I,False
KB(CN)2,True
AlRu2W,False
Na4LaInSi2SO12,False
Ag6Ge(S2Br)2,False
Rb2ZnF4,False
Ba2CdN2,False
InBrO,False
Ta3SnS6,True
CsTa(CuTe2)2,False
NaCaInWO6,False
Rb2UO3F4,False
Y3Ga(FeO3)4,False
IrClOF6,False
Mg(As2Rh3)2,True
LiMnP4(H2O7)2,False
Na4Ni3(SbO5)2,True
Sr2MnCO3F5,False
NaFeF3,False
TmTl3,True
Na8La2Mg2Si3(SO8)3,False
K2Al2Si3(HO5)2,False
RbTiCl3,True
Sr2NdBeO5,True
TmGa3Ru,True
LiAs(XeF4)3,False
NaLaMnWO6,False
RbHo2Cl7,False
CaCr2(PO5)2,True
Tm2Te5,True
KCN3O2,False
Sm11Cd45,True
K2NaBiF6,False
ScSi2,True
K4Ge2B8H2O19,False
Li2(NiO2)21,True
NaSrYSeO6,False
Sc4MnSi7,True
Tb(Ni2P)2,True
MnH8(NO5)2,False
Gd2(Zn2Ge)3,True
Na10Y4Si7Ge4S5O48,False
CaCN2,False
Rb5SiAs3,False
ScCu3PbSe4,False
ZnHC4O3,False
Rb2ScCuCl6,False
Na9Ca8Ta4P9(SO8)9,False
Li12CrGa11O24,False
Ti3NbCr2(PO4)6,True
Sm2IrPd,True
Si2Ni6B,True
RbZr6BCl15,False
Mn(AsO2)2,False
Li2PS3,True
Ce2ZnP2O,True
Tm2TlCd,True
ZnFe2(PO4)3,True
HClO4,False
Al2Fe(PO9)2,True
Ba2DyUO6,False
NpCrH8C2(NO2)4,False
Mg14CdMo,True
Rb2Zn3GeAs4,True
Li4Mn3Co3(TeO8)2,True
NdB4ClO8,True
PaZnNi2,True
Li10V5Cr3O16,False
CaEu2O3,True
V3(FeO4)2,False
Sr10Mg3Fe2(MoO6)5,False
MgMn6(O3F)3,True
SrMo4H4O15,False
NdLuMg2,True
BaCaCrBiO6,False
Ho2Si2O7,False
Li2Cr(SO4)2,False
NaLiCeWO6,False
Ce2Fe2Si2C,True
GaAsH5CNO5,False
Mg6BiBO8,True
USi6H54C18N3F,False
SmPb3,True
Mg6SiNi,True
Na6Sc4In4Si3(S3O16)3,False
NaBeSb,False
P(CN)3,False
Sr2Mn2Cu(AsO)2,True
Ba2DyMg(CuO2)4,True
Pr3Ge13Ru4,True
CaLaTl2,True
Ca2YMnO5,False
CaLaCrSbO6,False
KEr(MoO4)2,False
Rb2CdSi5O12,False
Ce4C4Br3,True
Cs2CuAuCl6,True
NiH6(CO3)2,False
KGe2BO6,False
Sr2ScSbO6,False
RbNa2GaF6,False
MgTiAu2,False
Na2TiAgF6,True
Ca2NdF7,False
Li8La4TiNb7O28,True
GdCoSi,True
IN2O4F5,False
Pr2Au5F21,False
RbYMg14,True
Ce(PO4)3,True
K3Co(NO2)6,False
SrP,False
Na9Ca8Nb4P9(SO8)9,False
NaZrSn(PO4)3,False
La5C2I9,False
Li5In4,True
Nd2Se2F,True
TiGaRh,True
UAsS,True
Ba3Sc4,True
SrHg3,True
Li2BiS3,False
USiPd,True
FeNiPt6,True
Al2FePt,True
Ba3MnF6,True
Cs2LiErCl6,False
KH,False
Ni10SbP3,True
Sr2V4Te2H2O17,False
Ba25(Bi5O18)3,True
NiH44C12(N5O8)2,False
Na3As7,False
Na15Ta8Zn4Si9(PO8)9,False
Ba2MnAl2CoF14,False
Cs2Mg(FeS2)2,False
Re6Se8O7F6,True
FePO5,True
CaP2H20C4(N2O3)4,False
Li2Mn7F18,False
Np2Si4Tc3,True
AsBr5F6,False
UP2H2CO7,False
SmCrS3,True
ScIO,False
AuBr2,True
Li2MnCl4,False
KMg14AlO16,False
AlAgAu2,False
KSrLaSeO6,False
SmNiSn,True
BaEuBiSbO6,True
Ca19(Mg4H27)2,False
NdGaO3,False
KCu2H2C2BrN2O,False
RbSm2CuSe4,False
MgMn2P2(O4F)2,False
Ca3V3(CuO6)2,True
GdPd2Pt,True
Fe(NiN)3,True
NbV2Mo,True
Sm3AlN,True
K2PrCuCl6,False
TbYHg2,True
NaFe2O3,True
Ce4As3,True
Bi12IrO20,True
Mn2NiSb2Pt,True
NdMgCu(WO4)2,False
Nd2Sn5,True
NaMg6Cu,True
K3Zn4As3O17,False
Li2CdSb,True
BaPt2S3,False
Rb2NaAsCl6,False
CeEu3,True
Na6Mg2Zr6Si5S7O48,False
LuCd3,True
Sc2CdIn,True
Ce4(ErS2)11,True
NaZr2PdF11,True
La2Te4Pb,False
La6Zn(SiS7)2,False
KNaV6(PbO3)8,False
ZrAlPt2,True
MnSn,True
MnGe4H24C8(S5N)2,False
ThMg3,True
PdS3,True
Li6Ni5(P2O7)4,False
Ca2ZnGa,True
KRb2TlCl6,False
CeLuS3,True
Pr2SnS5,True
KThP3O10,False
Ca2ReN3,True
HoTmRu2,True
GaGe(MoS2)4,True
SrLiTa2O6F,False
PuPt3,True
BaAlCoCuO5,True
U2Cu3NiGe4,True
BaCa(Fe12O19)2,False
ScAgHg2,False
Sc(VN)9,True
Ho2Cr2Co15,True
LaDyMg2,True
LiBiO3,False
CaNiF4,False
LiMg14Si,True
La2PI2,True
Rb3MoF6,False
NaCr(PS3)2,False
Li4Ti2Mn4(FeO6)3,True
Th2Cu,True
LaH3(CO2)3,False
BeAlRh2,True
K2RbYI6,False
CdC2O7,True
TlCuAsO4,True
DyTmO3,False
AlCu3(BiO3)4,True
Cs2ZnBr4,False
Li7(Eu2Bi3)2,True
SmSb2Pd,True
Sm5Mg,True
Ti3CrSb2(PO4)6,True
Al3Ni,True
Mg3H13C9NO13,False
PH8IN4,False
AlV4N3,True
Ce7Pd3,True
Zn89(Cr2Au5)2,False
Ca3Mn2O7,False
Ba3Al2O6,False
Cs2VS5O,False
Ho2VFeO6,True
Sr4La13Cu17O35F16,True
Ba3Ga4Sb5,True
KEr(SO4)2,False
LaZnSn,True
K7P6H2NO22,False
Ca2ScOsO6,True
MgFeCu5S4,True
VCoSb,True
MgC,True
Na9Mg5Nb7(PO4)18,False
TlPdPb,True
U(CoP)2,True
Tb2MgW2(ClO4)2,False
KNa(SbO3)4,True
NaFeBP2O11,True
Nd2InHg,True
Ca2MnNbO6,True
YNi4B,True
Nb3TlCuCl9,True
RbCuF3,True
Gd2SeOF2,False
TbLuRh2,True
UTaC2,True
Mg6TiNbO8,True
Ho(IO3)3,False
LuAlCo,True
Li4Ti3Mn2Ni3O16,True
Na2TbCuCl6,False
